"내일	"/SS + 내일/NNG
40%는	40/SN + %/SW + 는/JX
환불해줘야	환불/NNG + 하/XSV + 아/EC + 주/VX + 어야/EC
하는	하/VX + 는/ETM
것	것/NNB
아니냐"고	아니/VCN + 냐/EC + "/SS + 고/JKQ
따졌으나	따지/VV + 었/EP + 으나/EC
"법적으로	"/SS + 법/NNG + 적/XSN + 으로/JKB
안	안/MAG
된다"는	되/VV + ㄴ다/EC + "/SS + 는/ETM
답변이었다.	답변/NNG + 이/VCP + 었/EP + 다/EF + ./SF

그래서	그래서/MAJ
노원구청장에게	노원구청장/NNG + 에게/JKB
항의를	항의/NNG + 를/JKO
하려	하/VV + 려/EC
했더니	하/VV + 았/EP + 더니/EC
담당자가	담당자/NNG + 가/JKS
연결을	연결/NNG + 을/JKO
시켜주지	시키/VV + 어/EC + 주/VX + 지/EC
않았다.	않/VX + 았/EP + 다/EF + ./SF

서울시청이나	서울시청/NNP + 이나/JC
국민고충처리위원회에도	국민/NNG + 고충/NNG + 처리/NNG + 위원회/NNG + 에/JKB + 도/JX
문의했으나,	문의/NNG + 하/XSV + 았/EP + 으나/EC + ,/SP
법적으로	법/NNG + 적/XSN + 으로/JKB
그렇게	그렇/VA + 게/EC
돼	되/VV + 어/EC
있기	있/VX + 기/ETN
때문에	때문/NNB + 에/JKB
어쩔	어쩌/VV + ㄹ/ETM
수	수/NNB
없다는	없/VA + 다는/ETM
답변이었다.	답변/NNG + 이/VCP + 었/EP + 다/EF + ./SF

등록할	등록/NNG + 하/XSV + ㄹ/ETM
당시	당시/NNG
말을	말/NNG + 을/JKO
하면	하/VV + 면/EC
세금을	세금/NNG + 을/JKO
부과하지	부과/NNG + 하/XSV + 지/EC
않고,	않/VX + 고/EC + ,/SP
안	안/MAG
하면	하/VV + 면/EC
세금을	세금/NNG + 을/JKO
부과하는	부과/NNG + 하/XSV + 는/ETM
정부를	정부/NNG + 를/JKO
어떻게	어떻/VA + 게/EC
믿을	믿/VV + 을/ETM
수	수/NNB
있으며	있/VV + 으며/EC
이런	이런/MM
법을	법/NNG + 을/JKO
아는	알/VV + 는/ETM
사람이	사람/NNG + 이/JKS
얼마나	얼마나/MAG
되겠는가.	되/VV + 겠/EP + 는가/EF + ./SF

더구나	더구나/MAG
나	나/NP
같은	같/VA + 은/ETM
민원이	민원/NNG + 이/JKS
많다고	많/VA + 다고/EC
하는데	하/VV + 는데/EC
행정관청의	행정/NNG + 관청/NNG + 의/JKG
자동차	자동차/NNG
등록담당직원이	등록/NNG + 담당/NNG + 직원/NNG + 이/JKS
민원인들에게	민원인/NNG + 들/XSN + 에게/JKB
한마디라도	한마디/NNG + 이/VCP + 라도/EC
설명을	설명/NNG + 을/JKO
해주었더라면	하/VV + 아/EC + 주/VX + 었/EP + 더라면/EC
이런	이런/MM
민원은	민원/NNG + 은/JX
해소되지	해소/NNG + 되/XSV + 지/EC
않겠는가.	않/VX + 겠/EP + 는가/EF + ./SF

일선	일선/NNG
공무원의	공무원/NNG + 의/JKG
세심한	세심/XR + 하/XSA + ㄴ/ETM
민원서비스가	민원/NNG + 서비스/NNG + 가/JKS
정말	정말/MAG
아쉽게만	아쉽/VA + 게/EC + 만/JX
느껴진다.	느끼/VV + 어/EC + 지/VX + ㄴ다/EF + ./SF

/전유형	//SP + 전유형/NNP
54·회사원·서울	54/SN + ·/SP + 회사원/NNG + ·/SP + 서울/NNP
노원구	노원구/NNP

◈등산	◈/SW + 등산/NNG
애완견동반	애완견/NNG + 동반/NNG
통제를	통제/NNG + 를/JKO

은행은	은행/NNG + 은/JX
서비스업종이다.	서비스/NNG + 업종/NNG + 이/VCP + 다/EF + ./SF

고객	고객/NNG
들이	들/NNG + 이/JKS
맡긴	맡기/VV + ㄴ/ETM
돈으로	돈/NNG + 으로/JKB
기업에	기업/NNG + 에/JKB
자금을	자금/NNG + 을/JKO
빌려주기도	빌리/VV + 어/EC + 주/VX + 기/ETN + 도/JX
하고	하/VX + 고/EC
또	또/MAG
그	그/MM
이자로	이자/NNG + 로/JKB
이익을	이익/NNG + 을/JKO
내는	내/VV + 는/ETM
집단이다.	집단/NNG + 이/VCP + 다/EF + ./SF

그런데	그런데/MAJ
요즘엔	요즘/NNG + 에/JKB + ㄴ/JX
은행에	은행/NNG + 에/JKB
갈	가/VV + ㄹ/ETM
때마다	때/NNG + 마다/JX
화가	화/NNG + 가/JKS
난다.	나/VV + ㄴ다/EF + ./SF

이제부터는	이제/NNG + 부터/JX + 는/JX
은행에서	은행/NNG + 에서/JKB
공과금을	공과금/NNG + 을/JKO
지로로	지로/NNG + 로/JKB
받지	받/VV + 지/EC
않고,	않/VX + 고/EC + ,/SP
이용	이용/NNG
은행의	은행/NNG + 의/JKG
통장을	통장/NNG + 을/JKO
개설해	개설/NNG + 하/XSV + 아/EC
그	그/MM
통장으로	통장/NNG + 으로/JKB
자동이체	자동/NNG + 이체/NNG
신청을	신청/NNG + 을/JKO
하라는	하/VV + 라는/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

결국은	결국/NNG + 은/JX
자기네	자기/NP + 네/XSN
은행의	은행/NNG + 의/JKG
실적을	실적/NNG + 을/JKO
한	한/MM
건이라도	건/NNB + 이/VCP + 라도/EC
더	더/MAG
올리려는	올리/VV + 려는/ETM
속셈이	속셈/NNG + 이/JKC
아닌가.	아니/VCN + ㄴ가/EF + ./SF

만약	만약/NNG
급여통장이	급여/NNG + 통장/NNG + 이/JKS
다른	다르/VA + ㄴ/ETM
은행이라면	은행/NNG + 이/VCP + 라면/EC
다시	다시/MAG
매달	매달/MAG
공과금	공과금/NNG
통장으로	통장/NNG + 으로/JKB
계좌이체해야	계좌/NNG + 이체/NNG + 하/XSV + 아야/EC
하는	하/VX + 는/ETM
번거로	번거로/NA
움도	움/NA + 도/JX
감내해야	감내/NNG + 하/XSV + 아야/EC
한다.	하/VX + ㄴ다/EF + ./SF

더	더/MAG
웃기는	웃기/VV + 는/ETM
것은	것/NNB + 은/JX
빌라	빌라/NNG
세입자는	세입자/NNG + 는/JX
공과금이	공과금/NNG + 이/JKS
주인	주인/NNG
명의로	명의/NNG + 로/JKB
나오는데	나오/VV + 는데/EC
그러면	그러면/MAJ
자동이체	자동/NNG + 이체/NNG
신청이	신청/NNG + 이/JKS
불가능해진다.	불/XPN + 가능/NNG + 하/XSA + 아/EC + 지/VX + ㄴ다/EF + ./SF

도대체	도대체/MAG
앞으로는	앞/NNG + 으로/JKB + 는/JX
어떻게	어떻/VA + 게/EC
공과금을	공과금/NNG + 을/JKO
내란	내/VV + 란/ETM
말인가.	말/NNG + 이/VCP + ㄴ가/EF + ./SF

은행들은	은행/NNG + 들/XSN + 은/JX
업무	업무/NNG
효율을	효율/NNG + 을/JKO
위한	위하/VV + ㄴ/ETM
것이라	것/NNB + 이/VCP + 라/EC
하지만,	하/VV + 지만/EC + ,/SP
그럼	그럼/MAJ
창구는	창구/NNG + 는/JX
왜	왜/MAG
존재하는가.	존재/NNG + 하/XSV + 는가/EF + ./SF

요즘은	요즘/NNG + 은/JX
거의	거의/MAG
인터넷뱅킹,	인터넷/NNG + 뱅킹/NNG + ,/SP
텔레뱅킹을	텔레뱅킹/NNG + 을/JKO
하고	하/VV + 고/EC
있고	있/VX + 고/EC
은행에	은행/NNG + 에/JKB
간다고	가/VV + ㄴ다고/EC
해도	하/VV + 아도/EC
카드지급기를	카드/NNG + 지급기/NNG + 를/JKO
사용하므로	사용/NNG + 하/XSV + 므로/EC
예전처럼	예전/NNG + 처럼/JKB
창구를	창구/NNG + 를/JKO
이용하는	이용/NNG + 하/XSV + 는/ETM
고객이	고객/NNG + 이/JKS
월등하게	월등/MAG + 하/XSA + 게/EC
줄어들었다.	줄어들/VV + 었/EP + 다/EF + ./SF

단	단/MM
돈	돈/NNG
1000원을	1000/SN + 원/NNB + 을/JKO
저금해도	저금/NNG + 하/XSV + 아도/EC
친절하게	친절/NNG + 하/XSA + 게/EC
미소를	미소/NNG + 를/JKO
보여주던	보/VV + 아/EC + 주/VX + 던/ETM
예전의	예전/NNG + 의/JKG
은행직원들이	은행/NNG + 직원/NNG + 들/XSN + 이/JKS
그립다.	그립/VA + 다/EF + ./SF

/오동숙	//SP + 오동숙/NNP
31·주부·서울	31/SN + ·/SP + 주부/NNG + ·/SP + 서울/NNP
강남구	강남구/NNP

◈자동차세	◈/SW + 자동차세/NNG
승계	승계/NNG
민원많아	민원/NNG + 많/VA + 아/EC

최근	최근/NNG
지하철,	지하철/NNG + ,/SP
은행,	은행/NNG + ,/SP
국립공원,	국립공원/NNG + ,/SP
식당에까지	식당/NNG + 에/JKB + 까지/JX
개를	개/NNG + 를/JKO
데리고	데리/VV + 고/EC
들어와서	들어오/VV + 아서/EC
다른	다른/MM
사람들에게	사람/NNG + 들/XSN + 에게/JKB
혐오감을	혐오감/NNG + 을/JKO
주는	주/VV + 는/ETM
사람들이	사람/NNG + 들/XSN + 이/JKS
너무	너무/MAG
많아졌다.	많/VA + 아/EC + 지/VX + 었/EP + 다/EF + ./SF

자연공원법	자연공원/NNG + 법/NNG
제29조1항	제/XPN + 29/SN + 조/NNG + 1/SN + 항/NNG
및	및/MAG
동법	동법/NNG
시행령	시행령/NNG
26조4항은	26/SN + 조/NNG + 4/SN + 항/NNG + 은/JX
공원관리청이	공원/NNG + 관리청/NNG + 이/JKS
공원생태계에	공원/NNG + 생태/NNG + 계/XSN + 에/JKB
영향을	영향/NNG + 을/JKO
미칠	미치/VV + ㄹ/ETM
수	수/NNB
있는	있/VV + 는/ETM
개·고양이	개/NNG + ·/SP + 고양이/NNG
등	등/NNB
동물을	동물/NNG + 을/JKO
데리고	데리/VV + 고/EC
입장하는	입장/NNG + 하/XSV + 는/ETM
행위를	행위/NNG + 를/JKO
제한하거나	제한/NNG + 하/XSV + 거나/EC
금지할	금지/NNG + 하/XSV + ㄹ/ETM
수	수/NNB
있도록	있/VV + 도록/EC
하고	하/VV + 고/EC
있다.	있/VX + 다/EF + ./SF

그런데도	그런데/MAJ + 도/JX
국립공원관리공단에서는	국립공원관리공단/NNP + 에서/JKB + 는/JX
개나	개/NNG + 나/JC
고양이	고양이/NNG
등을	등/NNB + 을/JKO
데리고	데리/VV + 고/EC
입장할	입장/NNG + 하/XSV + ㄹ/ETM
수	수/NNB
없음을	없/VA + 음/ETN + 을/JKO
등산로	등산로/NNG
입구에	입구/NNG + 에/JKB
공고하고	공고/NNG + 하/XSV + 고/EC
적극적으로	적극/NNG + 적/XSN + 으로/JKB
제지하는	제지/NNG + 하/XSV + 는/ETM
노력을	노력/NNG + 을/JKO
하지	하/VV + 지/EC
않고	않/VX + 고/EC
있다.	있/VX + 다/EF + ./SF

일부	일부/NNG
몰지각한	몰지각/NNG + 하/XSA + ㄴ/ETM
시민들은	시민/NNG + 들/XSN + 은/JX
대피소	대피소/NNG
안에까지	안/NNG + 에/JKB + 까지/JX
개를	개/NNG + 를/JKO
데리고	데리/VV + 고/EC
들어와서	들어오/VV + 아서/EC
식탁	식탁/NNG
위에서	위/NNG + 에서/JKB
배설물을	배설물/NNG + 을/JKO
흘리는	흘리/VV + 는/ETM
행위도	행위/NNG + 도/JX
하고	하/VV + 고/EC
있다.	있/VX + 다/EF + ./SF

지금부터라도	지금/NNG + 부터/JX + 이/VCP + 라도/EC
애완견을	애완견/NNG + 을/JKO
데리고	데리/VV + 고/EC
국립공원을	국립공원/NNG + 을/JKO
비롯한	비롯/XR + 하/XSV + ㄴ/ETM
공원지역에	공원/NNG + 지역/NNG + 에/JKB
출입하는	출입/NNG + 하/XSV + 는/ETM
시민들이	시민/NNG + 들/XSN + 이/JKS
없도록	없/VA + 도록/EC
해야겠다.	하/VV + 아야/EC + 하/VX + 겠/EP + 다/EF + ./SF

또	또/MAG
국립공원관리공단에서는	국립공원관리공단/NNP + 에서/JKB + 는/JX
개를	개/NNG + 를/JKO
데리고	데리/VV + 고/EC
국립공원에	국립공원/NNG + 에/JKB
들어가지	들어가/VV + 지/EC
못하도록	못하/VX + 도록/EC
철저한	철저/NNG + 하/XSA + ㄴ/ETM
통제와	통제/NNG + 와/JC
아울러	아울러/MAG
등산로	등산로/NNG
입구에	입구/NNG + 에/JKB
안내문을	안내문/NNG + 을/JKO
게시하여	게시/NNG + 하/XSV + 아/EC
그	그/MM
실효성을	실효/NNG + 성/XSN + 을/JKO
높여야	높이/VV + 어야/EC
할	하/VX + ㄹ/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

▶"미국	▶/SW + "/SS + 미국/NNP
의회가	의회/NNG + 가/JKS
대(對)테러전	대/NNG + (/SS + 對/SH + )/SS + 테러전/NNG
수행을	수행/NNG + 을/JKO
위해	위하/VV + 아/EC
승인한	승인/NNG + 하/XSV + ㄴ/ETM
174억달러(약	174/SN + 억/NR + 달러/NNB + (/SS + 약/MM
20조원)는	20/SN + 조/NR + 원/NNB + )/SS + 는/JX
사실상	사실/NNG + 상/XSN
사라졌다."-미국	사라지/VV + 었/EP + 다/EF + ./SF + "/SS + -/SS + 미국/NNP

국방부	국방부/NNG
회계검사관	회계/NNG + 검사관/NNG
도브	도브/NNP
자헤임,	자헤임/NNP + ,/SP
미군은	미군/NNG + 은/JX
현재	현재/MAG
테러와의	테러/NNG + 와/JKB + 의/JKG
전쟁을	전쟁/NNG + 을/JKO
수행하는	수행/NNG + 하/XSV + 는/ETM
데	데/NNB
있어	있/VV + 어/EC
필요한	필요/NNG + 하/XSA + ㄴ/ETM
자금이	자금/NNG + 이/JKS
바닥나고	바닥나/VV + 고/EC
있는	있/VX + 는/ETM
상태라며.	상태/NNG + 이/VCP + 라며/EF + ./SF

▶"국민들로부터	▶/SW + "/SS + 국민/NNG + 들/XSN + 로부터/JX
송두리째	송두리/NNG + 째/XSN
꿈을	꿈/NNG + 을/JKO
앗아간	앗/VV + 아/EC + 가/VX + ㄴ/ETM
정당	정당/NNG
대표가	대표/NNG + 가/JKS
어떻게	어떻/VA + 게/EC
꿈을	꿈/NNG + 을/JKO
얘기하나."-한나라당	얘기/NNG + 하/XSV + 나/EF + ./SF + "/SS + -/SS + 한나라당/NNP

남경필	남경필/NNP
대변인,	대변인/NNG + ,/SP
'꿈은	'/SS + 꿈/NNG + 은/JX
이루어집니다'라는	이루어지/VV + ㅂ니다/EC + '/SS + 이/VCP + 라는/ETM
민주당	민주당/NNP
한화갑	한화갑/NNP
대표의	대표/NNG + 의/JKG
국회연설	국회/NNG + 연설/NNG
부제가	부제/NNG + 가/JKS
역설적이라고	역설/NNG + 적/XSN + 이/VCP + 라고/EC
비꼬며.	비꼬/VV + 며/EF + ./SF

▶"그쪽은	▶/SW + "/SS + 그쪽/NP + 은/JX
당에서	당/NNG + 에서/JKB
한	한/MM
푼	푼/NNB
보조	보조/NNG
없어요."-한화갑	없/VA + 어요/EF + ./SF + "/SS + -/SS + 한화갑/NNP

민주당	민주당/NNP
대표,	대표/NNG + ,/SP
8·8	8/SN + ·/SP + 8/SN
재·보선	재/XPN + ·/SP + 보선/NNG
공천장	공천장/NNG
수여식에서	수여식/NNG + 에서/JKB
민주당의	민주당/NNP + 의/JKG
텃밭인	텃밭/NNG + 이/VCP + ㄴ/ETM
광주에서	광주/NNP + 에서/JKB
공천받은	공천/NNG + 받/VV + 은/ETM
김상현	김상현/NNP
후보에	후보/NNG + 에/JKB
대해	대하/VV + 아/EC
농반진반으로.	농반진반/NNG + 으로/JKB + ./SF

한·중·일	한/NNP + ·/SP + 중/NNP + ·/SP + 일/NNP
각필(角筆·예리한	각필/NNG + (/SS + 角筆/SH + ·/SP + 예리/XR + 하/XSA + ㄴ/ETM
필기구로	필기구/NNG + 로/JKB
종이에	종이/NNG + 에/JKB
적은	적/VA + 은/ETM
글씨)	글씨/NNG + )/SS
연구의	연구/NNG + 의/JKG
최고	최고/NNG
권위자인	권위자/NNG + 이/VCP + ㄴ/ETM
고바야시	고바야시/NNP
요시노리(73)	요시노리/NNP + (/SS + 73/SN + )/SS
히로시마대학	히로시마대학/NNP
명예교수가	명예/NNG + 교수/NNG + 가/JKS
19일	19/SN + 일/NNB
서울대	서울대/NNP
문화관에서	문화관/NNP + 에서/JKB
한국	한국/NNP
구결학회(회장	구결/NNG + 학회/NNG + (/SS + 회장/NNG
남풍현)로부터	남풍현/NNP + )/SS + 로부터/JKB
감사패를	감사패/NNG + 를/JKO
받았다.	받/VV + 았/EP + 다/EF + ./SF

한국	한국/NNP
고대	고대/NNG
문헌에도	문헌/NNG + 에/JKB + 도/JX
각필이	각필/NNG + 이/JKS
있었음을	있/VV + 었/EP + 음/ETN + 을/JKO
최초로	최초/NNG + 로/JKB
밝힌	밝히/VV + ㄴ/ETM
공로다.	공로/NNG + 이/VCP + 다/EF + ./SF

"영광이지만,	"/SS + 영광/NNG + 이/VCP + 지만/EC + ,/SP
이	이/MM
감사패는	감사패/NNG + 는/JX
한국	한국/NNP
문헌에서	문헌/NNG + 에서/JKB
각필을	각필/NNG + 을/JKO
찾기위해	찾/VV + 기/ETN + 위하/VV + 아/EC
노력한	노력/NNG + 하/XSV + ㄴ/ETM
모든	모든/MM
이들을	이/NP + 들/XSN + 을/JKO
대신해	대신/NNG + 하/XSV + 아/EC
제가	제/NP + 가/JKS
받는	받/VV + 는/ETM
것일	것/NNB + 이/VCP + ㄹ/ETM
뿐입니다."	뿐/NNB + 이/VCP + ㅂ니다/EF + ./SF + "/SS

각필은	각필/NNG + 은/JX
그가	그/NP + 가/JKS
세계	세계/NNG
최초로	최초/NNG + 로/JKB
발견해	발견/NNG + 하/XSV + 아/EC
낸	내/VX + ㄴ/ETM
옛	옛/MM
사람들의	사람/NNG + 들/XSN + 의/JKG
필기	필기/NNG
양식.	양식/NNG + ./SF

40여년전	40/SN + 여/XSN + 년/NNB + 전/NNG
도쿄에서	도쿄/NNP + (/SS + 동경/NNP + )/SS + 에서/JKB
고서	고서/NNG
전시회가	전시회/NNG + 가/JKS
열렸는데,	열리/VV + 었/EP + 는데/EC + ,/SP
불빛	불빛/NNG
아래서	아래/NNG + 서/JKB
유심히	유심히/MAG
살피다	살피/VV + 다/EC
보니	보/VX + 니/EC
날카로운	날카롭/VA + ㄴ/ETM
것으로	것/NNB + 으로/JKB
문장	문장/NNG
옆에	옆/NNG + 에/JKB
글을	글/NNG + 을/JKO
쓴	쓰/VV + ㄴ/ETM
흔적을	흔적/NNG + 을/JKO
찾았던	찾/VV + 았/EP + 던/ETM
것.	것/NNB + ./SF

"처음에는	"/SS + 처음/NNG + 에/JKB + 는/JX
뭔가	뭐/NP + 이/VCP + ㄴ가/EC
싶었어요.	싶/VX + 었/EP + 어요/EF + ./SF

한데	한데/MAG
유심히	유심히/MAG
다른	다른/MM
고문헌들을	고문헌/NNG + 들/XSN + 을/JKO
살피다	살피/VV + 다/EC
보니	보/VX + 니/EC
각필	각필/NNG
흔적이	흔적/NNG + 이/JKS
더	더/MAG
있더군요.	있/VV + 더군요/EF + ./SF

20여년	20/SN + 여/XSN + 년/NNB
동안	동안/NNG
교토와	교토/NNP + 와/JC
나라에서	나라/NNP + 에서/JKB
각필	각필/NNG
표시가	표시/NNG + 가/JKS
있는	있/VV + 는/ETM
책	책/NNG
100여권을	100/SN + 여/XSN + 권/NNB + 을/JKO
찾았습니다.	찾/VV + 았/EP + 습니다/EF + ./SF

100여점에서	100/SN + 여/XSN + 점/NNB + 에서/JKB
발견한	발견/NNG + 하/XSV + ㄴ/ETM
각필을	각필/NNG + 을/JKO
유형화해	유형/NNG + 화/XSN + 하/XSV + 아/EC
보니	보/VX + 니/EC
각필의	각필/NNG + 의/JKG
용도를	용도/NNG + 를/JKO
어렴풋이	어렴풋이/MAG
알	알/VV + ㄹ/ETM
수	수/NNB
있었습니다."	있/VV + 었/EP + 습니다/EF + ./SF + "/SS

각필은	각필/NNG + 은/JX
한자의	한자/NNG + 의/JKG
음을	음/NNG + 을/JKO
표시하거나	표시/NNG + 하/XSV + 거나/EC
구어체를	구어체/NNG + 를/JKO
표기할	표기/NNG + 하/XSV + ㄹ/ETM
때,	때/NNG + ,/SP
혹은	혹은/MAG
본문에	본문/NNG + 에/JKB
대한	대하/VV + ㄴ/ETM
해석이	해석/NNG + 이/JKS
필요할	필요/NNG + 하/XSA + ㄹ/ETM
때	때/NNG
등	등/NNB
다양한	다양/NNG + 하/XSA + ㄴ/ETM
용도에	용도/NNG + 에/JKB
사용됐다.	사용/NNG + 되/XSV + 었/EP + 다/EF + ./SF

그는	그/NP + 는/JX
지난	지나/VV + ㄴ/ETM
92년,	92/SN + 년/NNB + ,/SP
대학에서	대학/NNG + 에서/JKB
퇴임한	퇴임/NNG + 하/XSV + ㄴ/ETM
뒤	뒤/NNG
8년	8/SN + 년/NNB
동안	동안/NNG
일본	일본/NNP
47개	47/SN + 개/NNB
현을	현/NNG + 을/JKO
샅샅이	샅샅이/MAG
돌아다니며	돌아다니/VV + 며/EC
각필	각필/NNG
표시가	표시/NNG + 가/JKS
있는	있/VV + 는/ETM
서적을	서적/NNG + 을/JKO
찾았다.	찾/VV + 았/EP + 다/EF + ./SF

그렇게	그렇/VA + 게/EC
해서	하/VV + 아서/EC
찾은	찾/VV + 은/ETM
책은	책/NNG + 은/JX
3200권.	3200/SN + 권/NNB + ./SF

그	그/MM
사이에	사이/NNG + 에/JKB
짬짬이	짬짬이/MAG
중국이나	중국/NNP + 이나/JC
영국,	영국/NNP + ,/SP
타이완,	타이완/NNP + ,/SP
실크로드	실크/NNG + 로드/NNG
등을	등/NNB + 을/JKO
찾아	찾/VV + 아/EC
각필	각필/NNG
표시가	표시/NNG + 가/JKS
있는	있/VV + 는/ETM
동양의	동양/NNG + 의/JKG
문헌을	문헌/NNG + 을/JKO
발굴해	발굴/NNG + 하/XSV + 아/EC
냈다.	내/VX + 었/EP + 다/EF + ./SF

한국의	한국/NNP + 의/JKG
각필	각필/NNG
문헌	문헌/NNG
발견에	발견/NNG + 에/JKB
나선	나서/VV + ㄴ/ETM
그는	그/NP + 는/JX
2000년	2000/SN + 년/NNB
7월,	7/SN + 월/NNB + ,/SP
서울	서울/NNP
성암고서박물관에서	성암고서박물관/NNP + 에서/JKB
11세기	11/SN + 세기/NNG
불경에	불경/NNG + 에/JKB
새긴	새기/VV + ㄴ/ETM
각필을	각필/NNG + 을/JKO
찾을	찾/VV + 을/ETM
수	수/NNB
있었다.	있/VV + 었/EP + 다/EF + ./SF

현재	현재/MAG
그가	그/NP + 가/JKS
한국에서	한국/NNP + 에서/JKB
발견한	발견/NNG + 하/XSV + ㄴ/ETM
각필	각필/NNG
표시가	표시/NNG + 가/JKC
된	되/VV + ㄴ/ETM
문헌은	문헌/NNG + 은/JX
모두	모두/MAG
53책.	53/SN + 책/NNG + ./SF

"중국에서	"/SS + 중국/NNP + 에서/JKB
시작된	시작/NNG + 되/XSV + ㄴ/ETM
각필은	각필/NNG + 은/JX
한국을	한국/NNP + 을/JKO
거쳐	거치/VV + 어/EC
일본으로	일본/NNP + 으로/JKB
건너갔습니다.	건너가/VV + 았/EP + 습니다/EF + ./SF

가타카나	가타카나/NNG
문자	문자/NNG
역시	역시/MAG
각필	각필/NNG
부호에서	부호/NNG + 에서/JKB
기원을	기원/NNG + 을/JKO
두고	두/VV + 고/EC
있다고	있/VX + 다고/EC
생각합니다."	생각/NNG + 하/XSV + ㅂ니다/EF + ./SF + "/SS

지난	지나/VV + ㄴ/ETM
16일	16/SN + 일/NNB
방한한	방한/NNG + 하/XSV + ㄴ/ETM
그는	그/NP + 는/JX
23일까지	23/SN + 일/NNB + 까지/JX
서울대	서울대/NNP
규장각	규장각/NNP
말고도,	말/VV + 고/EC + 도/JX + ,/SP
서울시	서울시/NNP
태평로	태평로/NNP
성암고서박물관,	성암고서박물관/NNP + ,/SP
연세대,	연세대/NNP + ,/SP
고려대	고려대/NNP
등에	등/NNB + 에/JKB
있는	있/VV + 는/ETM
고문헌을	고문헌/NNG + 을/JKO
조사할	조사/NNG + 하/XSV + ㄹ/ETM
예정이다.	예정/NNG + 이/VCP + 다/EF + ./SF

유엔무역개발기구(UNCTAD)	유엔무역개발기구/NNP + (/SS + UNCTAD/SL + )/SS
후벤스	후벤스/NNP
히쿠페로(Rubens	히쿠페로/NNP + (/SS + Rubens/SL
Ricupero·65)	Ricupero/SL + ·/SP + 65/SN + )/SS
사무총장은	사무총장/NNG + 은/JX
"한국이	"/SS + 한국/NNP + 이/JKS
내년에	내년/NNG + 에/JKB
진행될	진행/NNG + 되/XSV + ㄹ/ETM
세계무역기구(WTO)의	세계무역기구/NNP + (/SS + WTO/SL + )/SS + 의/JKG
농산물시장	농산물/NNG + 시장/NNG
개방	개방/NNG
협상에서	협상/NNG + 에서/JKB
개발도상국	개발도상국/NNG
지위를	지위/NNG + 를/JKO
쉽게	쉽/VA + 게/EC
포기해서는	포기/NNG + 하/XSV + 아서/EC + 는/JX
안된다"고	안/MAG + 되/XSV + ㄴ다/EC + "/SS + 고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

19일	19/SN + 일/NNB
열린	열리/VV + ㄴ/ETM
한·UNCTAD	한/NNP + ·/SP + UNCTAD/SL
공동	공동/NNG
세미나에	세미나/NNG + 에/JKB
참석한	참석/NNG + 하/XSV + ㄴ/ETM
히쿠페로	히쿠페로/NNP
총장은	총장/NNG + 은/JX
"한국은	"/SS + 한국/NNP + 은/JX
경제협력개발기구(OECD)	경제/NNG + 협력/NNG + 개발/NNG + 기구/NNG + (/SS + OECD/SL + )/SS
회원국인	회원국/NNG + 이/VCP + ㄴ/ETM
만큼	만큼/NNB
선진국에	선진국/NNG + 에/JKB
가깝지만	가깝/VA + 지만/EC
단기간에	단기간/NNG + 에/JKB
급성장한	급성장/NNG + 하/XSV + ㄴ/ETM
나라이기	나라/NNG + 이/VCP + 기/ETN
때문에	때문/NNB + 에/JKB
아직도	아직/MAG + 도/JX
뒤처진	뒤처지/VV + ㄴ/ETM
